scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct	xTBB	xWinTP
malloc-default/media	g3-wrk	16	34.016700	6.667300	12.134100	12.207200	12.557433	12.215900	1.763840	1763839.525880	13.925404	87.033777	1.108708	1.447019
malloc-default/media	g4-park	16	34.033600	7.315600	12.302600	12.323600	16.982433	12.329920	1.762964	1762963.659442	14.691364	91.821024	1.108158	1.446300
malloc-default/media	all	16	34.174900	2.684800	32.421100	32.707900	31.821100	32.937570	1.755674	1755674.486246	20.574310	128.589440	1.103576	1.440320
malloc-default/media	final	16	33.582800	7.263400	18.200000	18.440700	18.889133	18.503350	1.786629	1786628.869540	13.459424	84.121398	1.123033	1.465715
malloc-default/media	TBB	16	37.714600	5.095600	11.022500	12.032700	21.079900	13.829550	1.590896	1590895.833444	14.069011	87.931321	1.000000	1.305139
malloc-default/media	WinTP	16	49.222800	0.039400	0.133400	0.172700	0.245167	0.206560	1.218947	1218947.317097	11.110197	69.438731	0.766202	1.000000
malloc-default/alta	oficial	16	69.180100	8.503100	14.054500	14.083800	14.747667	14.095210	1.734603	1734602.869900	12.874006	80.462535	1.060256	1.411409
malloc-default/alta	g1-ring	16	68.729000	5.519900	28.108400	28.203600	24.483533	28.242290	1.745988	1745987.865384	13.659006	85.368788	1.067215	1.420672
malloc-default/alta	g2-sub	16	71.630200	2.742400	45.089800	45.778000	44.354167	45.833400	1.675271	1675271.044894	13.176570	82.353562	1.023990	1.363132
malloc-default/alta	g3-wrk	16	70.100600	7.535900	20.522600	20.574500	20.473267	20.589630	1.711826	1711825.576386	14.080536	88.003349	1.046333	1.392875
malloc-default/alta	g4-park	16	70.088400	6.779600	18.950100	19.013900	22.771100	19.031430	1.712124	1712123.546835	14.358364	89.739777	1.046516	1.393118
malloc-default/alta	all	16	66.985700	3.954900	63.086200	63.678600	72.903833	64.531460	1.791427	1791427.125491	15.879571	99.247318	1.094989	1.457645
malloc-default/alta	final	16	68.029300	7.751400	17.671300	17.887100	21.176867	17.974190	1.763946	1763945.829224	14.130574	88.316088	1.078191	1.435285
malloc-default/alta	TBB	16	73.348600	9.664400	22.710700	24.240300	22.887167	24.444960	1.636023	1636023.046111	13.207478	82.546736	1.000000	1.331197
malloc-default/alta	WinTP	16	97.641400	0.041400	0.168300	0.276100	0.431867	0.291010	1.228987	1228986.884662	10.613637	66.335230	0.751204	1.000000
lento-misto	oficial	16	961.051000	44.692000	923.365900	939.348000	939.690600	938.905510	0.004162	4162.110023	14.941015	93.381341	1.170997	1.126487
lento-misto	g1-ring	16	999.387900	32.127800	948.403100	982.944200	994.157000	977.567340	0.004002	4002.449900	14.633957	91.462234	1.126078	1.083275
lento-misto	g2-sub	16	967.668400	477.138200	935.084400	943.682900	936.543867	943.133530	0.004134	4133.647435	15.058528	94.115803	1.162990	1.118784
lento-misto	g3-wrk	16	1013.360800	1.458900	954.182200	973.220100	969.951533	971.899960	0.003947	3947.261429	14.216309	88.851930	1.110550	1.068338
lento-misto	g4-park	16	959.947800	78.081500	929.978000	947.945600	949.284700	946.664880	0.004167	4166.893241	14.735804	92.098777	1.172343	1.127782
lento-misto	all	16	966.347400	468.189000	929.481700	951.263500	958.038700	952.076150	0.004139	4139.298145	15.049089	94.056806	1.164579	1.120313
lento-misto	final	16	985.920400	66.047600	931.485900	952.396800	963.043533	952.784170	0.004057	4057.122664	14.764046	92.275289	1.141460	1.098072
lento-misto	TBB	16	1125.388300	544.469800	1101.335600	1114.789100	1108.321833	1114.266950	0.003554	3554.328759	14.064590	87.903687	1.000000	0.961990
lento-misto	WinTP	16	1082.611800	541.054700	1062.110500	1072.300600	1067.367567	1071.693370	0.003695	3694.768522	14.308550	89.428439	1.039512	1.000000
