scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct
mista-massiva/ultra	all:bugs+A..E	16	501.429950	13.085000	81.165650	101.625500	154.145060	104.052225	0.478943	478942.526253	14.384472	89.902952
mista-massiva/ultra	TBB	16	504.215800	204.752700	406.647200	410.804250	414.842410	411.340615	0.475991	475991.004995	14.274415	89.215094
mista-massiva/ultra	WinTP	16	492.126450	171.085550	344.990500	348.593200	355.698600	349.055325	0.487687	487686.918790	14.631335	91.445841
lento-misto	oficial	16	996.830350	2.107100	950.340200	967.775600	962.675650	967.562435	0.004013	4012.719282	14.591944	91.199649
lento-misto	bug001	16	974.096600	1.142900	926.268400	943.160950	950.433590	941.962250	0.004106	4106.369573	14.870735	92.942097
lento-misto	perf001-A:ctrs-pad	16	969.131700	1.438500	917.355100	934.823550	950.023010	933.530860	0.004127	4127.445735	15.174011	94.837571
lento-misto	perf002-B:struct-pad	16	965.957700	1.178800	917.019000	933.178600	946.929350	932.620475	0.004141	4140.983036	14.881200	93.007498
lento-misto	perf003-C:wake-alvo	16	991.589250	1.444300	944.183300	960.618850	966.979460	960.211610	0.004034	4034.070289	14.572960	91.081000
lento-misto	perf004-D:ctr-worker	16	968.735950	1.210200	919.230900	936.202350	944.176380	935.472910	0.004129	4129.103755	14.856882	92.855512
lento-misto	perf005-E:elastic-lote	16	962.940000	5.779200	912.713350	929.701100	935.621860	928.791790	0.004154	4153.956241	14.942355	93.389721
lento-misto	all:bugs+A..E	16	972.359050	1.538150	922.405800	938.890950	944.715060	938.256010	0.004114	4113.727868	15.057018	94.106361
lento-misto	TBB	16	1088.597000	535.315200	1063.368750	1073.679400	1082.135880	1073.504770	0.003675	3674.501393	14.693259	91.832867
lento-misto	WinTP	16	1058.942950	523.452750	1035.343200	1045.145900	1040.857500	1044.858030	0.003777	3777.352130	14.879751	92.998446
